"key","min","max","default","unit","disabled"
"households_number_of_terraced_houses_1945_1964",0.0,309325.0,241509.0,"#",true
"households_number_of_terraced_houses_1965_1984",0.0,875089.0,835486.0,"#",true
"households_number_of_terraced_houses_1985_2004",0.0,600576.0,585062.0,"#",true
"households_number_of_terraced_houses_2005_present",0.0,250132.0,250132.0,"#",true
"households_number_of_terraced_houses_before_1945",0.0,342679.0,317353.0,"#",true
"households_number_of_terraced_houses_future",0.0,7936906.0,852826.0,"#",true
"households_heater_coal_heat_output_capacity",0.1,25.0,9.9,"kW",true
"households_heater_combined_hydrogen_heat_output_capacity",0.1,25.0,22.0,"kW",true
"households_heater_combined_network_gas_heat_output_capacity",0.1,25.0,22.0,"kW",true
"households_heater_crude_oil_heat_output_capacity",0.1,25.0,10.5,"kW",true
"households_heater_district_heating_ht_steam_hot_water_heat_output_capacity",0.1,25.0,10.0,"kW",true
"households_heater_district_heating_lt_steam_hot_water_heat_output_capacity",0.1,25.0,10.0,"kW",true
"households_heater_district_heating_mt_steam_hot_water_heat_output_capacity",0.1,25.0,10.0,"kW",true
"households_heater_electricity_heat_output_capacity",0.1,25.0,6.0,"kW",true
"households_heater_heatpump_air_water_electricity_heat_output_capacity",0.1,25.0,10.0,"kW",true
"households_heater_heatpump_ground_water_electricity_heat_output_capacity",0.1,25.0,10.0,"kW",true
"households_heater_heatpump_pvt_electricity_heat_output_capacity",0.1,25.0,7.8,"kW",true
"households_heater_heatpump_surface_water_water_ts_electricity_heat_output_capacity",0.1,25.0,10.0,"kW",true
"households_heater_hybrid_crude_oil_heatpump_air_water_electricity_heat_output_capacity",0.1,25.0,12.200000000000001,"kW",true
"households_heater_hybrid_heatpump_air_water_electricity_heat_output_capacity",0.1,25.0,4.9,"kW",true
"households_heater_hybrid_hydrogen_heatpump_air_water_electricity_heat_output_capacity",0.1,25.0,4.8999999999999995,"kW",true
"households_heater_network_gas_heat_output_capacity",0.1,25.0,22.0,"kW",true
"households_heater_wood_pellets_heat_output_capacity",0.1,25.0,10.1,"kW",true
"capacity_of_industry_chemicals_fertilizers_flexibility_p2h_electricity",0.0,10000.0,0.0,"MW",true
"capacity_of_industry_chemicals_other_flexibility_p2h_electricity",0.0,12362.839284220296,0.0,"MW",true
"capacity_of_industry_chemicals_refineries_flexibility_p2h_electricity",0.0,10000.0,0.0,"MW",true
"capacity_of_industry_other_food_flexibility_p2h_electricity",0.0,10000.0,0.0,"MW",true
"capacity_of_industry_other_paper_flexibility_p2h_electricity",0.0,10000,0.0,"MW",true
"industry_aggregated_other_industry_coal_share_energetic",0.0,100.0,0.7573088421913295,"%",true
"industry_aggregated_other_industry_coal_share_non_energetic",0.0,100.0,11.854956867288603,"%",true
"industry_aggregated_other_industry_cokes_share_energetic",0.0,100.0,0.8974797477025587,"%",true
"industry_aggregated_other_industry_cokes_share_non_energetic",0.0,100.0,0.7943596614469778,"%",true
"industry_aggregated_other_industry_crude_oil_share_energetic",0.0,100.0,0.9838480959366246,"%",true
"industry_aggregated_other_industry_crude_oil_share_non_energetic",0.0,100.0,87.35067881468972,"%",true
"industry_aggregated_other_industry_electricity_share",0.0,100.0,35.421661494931826,"%",true
"industry_aggregated_other_industry_hydrogen_share_energetic",0.0,100.0,0.0,"%",true
"industry_aggregated_other_industry_hydrogen_share_non_energetic",0.0,100.0,0.0,"%",true
"industry_aggregated_other_industry_network_gas_share_energetic",0.0,100.0,56.681947855574975,"%",true
"industry_aggregated_other_industry_network_gas_share_non_energetic",0.0,100.0,0.0000046565747180838796,"%",true
"industry_aggregated_other_industry_useable_heat_share",0.0,100.0,2.5208519226512087,"%",true
"industry_aggregated_other_industry_wood_pellets_share_energetic",0.0,100.0,2.7369020410114726,"%",true
"industry_aggregated_other_industry_wood_pellets_share_non_energetic",0.0,100.0,0.0,"%",true
"industry_aluminium_carbothermalreduction_electricity_share",0.0,100.0,0.0,"%",true
"industry_aluminium_electrolysis_bat_electricity_share",0.0,100.0,0.0,"%",true
"industry_aluminium_electrolysis_current_electricity_share",0.0,100.0,64.28571428571412,"%",true
"industry_aluminium_production",0.0,2000.0,100.0,"%",true
"industry_aluminium_smeltoven_electricity_share",0.0,100.0,35.71428571428587,"%",true
"industry_chemicals_fertilizers_burner_coal_share",0.0,100.0,0.0,"%",true
"industry_chemicals_fertilizers_burner_crude_oil_share",0.0,100.0,0.0,"%",true
"industry_chemicals_fertilizers_burner_hydrogen_share",0.0,100.0,0.0,"%",true
"industry_chemicals_fertilizers_burner_network_gas_share",0.0,100.0,78.71517027863784,"%",true
"industry_chemicals_fertilizers_burner_wood_pellets_share",0.0,100.0,0.0,"%",true
"industry_chemicals_fertilizers_central_ammonia_share",0.0,100.0,0.0,"%",true
"industry_chemicals_fertilizers_hydrogen_network_share",0.0,100.0,0.0,"%",true
"industry_chemicals_fertilizers_local_ammonia_central_hydrogen_share",0.0,100.0,0.0,"%",true
"industry_chemicals_fertilizers_local_ammonia_local_hydrogen_share",0.0,100.0,100.0,"%",true
"industry_chemicals_fertilizers_steam_methane_reformer_hydrogen_share",0.0,100.0,100.0,"%",true
"industry_chemicals_other_burner_coal_share",0.0,100.0,0.0,"%",true
"industry_chemicals_other_burner_crude_oil_share",0.0,100.0,45.325860947459574,"%",true
"industry_chemicals_other_burner_hydrogen_share",0.0,100.0,0.0,"%",true
"industry_chemicals_other_burner_network_gas_share",0.0,100.0,24.272746721465467,"%",true
"industry_chemicals_other_burner_wood_pellets_share",0.0,100.0,0.0,"%",true
"industry_chemicals_other_coal_non_energetic_share",0.0,100.0,0.0,"%",true
"industry_chemicals_other_crude_oil_non_energetic_share",0.0,100.0,88.80153901648735,"%",true
"industry_chemicals_other_heater_electricity_share",0.0,100.0,0.0,"%",true
"industry_chemicals_other_heatpump_water_water_electricity_share",0.0,100.0,0.0,"%",true
"industry_chemicals_other_hydrogen_non_energetic_share",0.0,100.0,0.0,"%",true
"industry_chemicals_other_network_gas_non_energetic_share",0.0,100.0,11.198460983512645,"%",true
"industry_chemicals_other_steam_recompression_electricity_share",0.0,100.0,0.0,"%",true
"industry_chemicals_other_wood_pellets_non_energetic_share",0.0,100.0,0.0,"%",true
"industry_chemicals_refineries_burner_coal_share",0.0,100.0,0.0,"%",true
"industry_chemicals_refineries_burner_crude_oil_share",0.0,100.0,64.21928436580427,"%",true
"industry_chemicals_refineries_burner_hydrogen_share",0.0,100.0,0.0,"%",true
"industry_chemicals_refineries_burner_network_gas_share",0.0,100.0,27.81383381641161,"%",true
"industry_chemicals_refineries_burner_wood_pellets_share",0.0,100.0,0.0,"%",true
"industry_final_demand_for_chemical_fertilizers_steam_hot_water_share",0.0,100.0,21.284829721362172,"%",true
"industry_final_demand_for_chemical_other_steam_hot_water_share",0.0,100.0,30.401392331074963,"%",true
"industry_final_demand_for_chemical_refineries_steam_hot_water_share",0.0,100.0,7.966881817784127,"%",true
"industry_final_demand_for_other_food_steam_hot_water_share",0.0,100.0,4.4420991233724445,"%",true
"industry_final_demand_for_other_paper_steam_hot_water_share",0.0,100.0,21.271462726867394,"%",true
"industry_other_food_burner_coal_share",0.0,100.0,1.9768911239486475,"%",true
"industry_other_food_burner_crude_oil_share",0.0,100.0,0.0,"%",true
"industry_other_food_burner_hydrogen_share",0.0,100.0,0.0,"%",true
"industry_other_food_burner_network_gas_share",0.0,100.0,93.58100975267891,"%",true
"industry_other_food_burner_wood_pellets_share",0.0,100.0,0.0,"%",true
"industry_other_food_heater_electricity_share",0.0,100.0,0.0,"%",true
"industry_other_metals_process_electricity_efficiency",0.0,100.0,0.0,"%",true
"industry_other_metals_process_heat_useable_heat_efficiency",0.0,100.0,0.0,"%",true
"industry_other_metals_production",0.0,300.0,100.0,"%",true
"industry_other_paper_burner_coal_share",0.0,100.0,0.0,"%",true
"industry_other_paper_burner_crude_oil_share",0.0,100.0,0.0,"%",true
"industry_other_paper_burner_hydrogen_share",0.0,100.0,0.0,"%",true
"industry_other_paper_burner_network_gas_share",0.0,100.0,78.7285372731326,"%",true
"industry_other_paper_burner_wood_pellets_share",0.0,100.0,0.0,"%",true
"industry_other_paper_heater_electricity_share",0.0,100.0,0.0,"%",true
"industry_steel_blastfurnace_bof_share",0.0,100.0,100.0,"%",true
"industry_steel_cyclonefurnace_bof_share",0.0,100.0,0.0,"%",true
"industry_steel_cyclonefurnace_bof_wood_pellets_share",0.0,40.0,0.0,"%",true
"industry_steel_dri_hydrogen_share",0.0,100.0,0.0,"%",true
"industry_steel_dri_network_gas_share",0.0,100.0,0.0,"%",true
"industry_steel_production",0.0,300.0,100.0,"%",true
"industry_steel_scrap_hbi_eaf_share",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_aggregated_other_electricity_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_aggregated_other_energetic",0.0,10000.0,100.0,"%",true
"industry_useful_demand_for_aggregated_other_non_energetic",0.0,50000.0,100.0,"%",true
"industry_useful_demand_for_aggregated_other_useable_heat_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_chemical_fertilizers",0.0,1000.0,100.0,"%",true
"industry_useful_demand_for_chemical_fertilizers_electricity_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_chemical_fertilizers_useable_heat_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_chemical_other",0.0,300.0,100.0,"%",true
"industry_useful_demand_for_chemical_other_electricity_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_chemical_other_useable_heat_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_chemical_refineries",0.0,300.0,100.0,"%",true
"industry_useful_demand_for_chemical_refineries_electricity_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_chemical_refineries_useable_heat_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_other_food",0.0,300.0,100.0,"%",true
"industry_useful_demand_for_other_food_electricity_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_other_food_useable_heat_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_other_ict",0.0,3000.0,1367.0,"%",true
"industry_useful_demand_for_other_ict_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_other_paper",0.0,300.0,100.0,"%",true
"industry_useful_demand_for_other_paper_electricity_efficiency",0.0,100.0,0.0,"%",true
"industry_useful_demand_for_other_paper_useable_heat_efficiency",0.0,100.0,0.0,"%",true
"other_useful_demand_electricity",-5.0,5.0,-5.0,"%",true
"other_useful_demand_non_energetic",-5.0,5.0,-5.0,"%",true
"other_useful_demand_useable_heat",-5.0,5.0,-5.0,"%",true
"transport_planes_efficiency",0.0,3.0,0.62,"%",true
"transport_ships_efficiency",0.0,3.0,0.9,"%",true
"transport_trains_efficiency",0.0,3.0,0.1,"%",true
"transport_vehicle_combustion_engine_efficiency",0.0,3.0,0.4,"%",true
"transport_vehicle_using_electricity_efficiency",0.0,3.0,0.3,"%",true
"transport_vehicle_using_hydrogen_efficiency",0.0,3.0,0.3,"%",true
"transport_freight_train_using_coal_share",0.0,100.0,0.0,"%",true
"transport_freight_train_using_diesel_mix_share",0.0,100.0,0.0,"%",true
"transport_freight_train_using_electricity_share",0.0,100.0,100.0,"%",true
"transport_freight_train_using_hydrogen_share",0.0,100.0,0.0,"%",true
"transport_freight_trains_share",0.0,100.0,1.8,"%",true
"transport_ship_using_ammonia_share",0.0,100.0,25.0,"%",true
"transport_ship_using_diesel_mix_share",0.0,100.0,10.0,"%",true
"transport_ship_using_electricity_share",0.0,100.0,25.0,"%",true
"transport_ship_using_hydrogen_share",0.0,100.0,25.0,"%",true
"transport_ship_using_lng_mix_share",0.0,100.0,15.0,"%",true
"transport_ships_share",0.0,100.0,29.2,"%",true
"transport_truck_using_compressed_natural_gas_share",0.0,100.0,0.0,"%",true
"transport_truck_using_diesel_mix_share",0.0,100.0,4.2,"%",true
"transport_truck_using_electricity_share",0.0,100.0,78.8,"%",true
"transport_truck_using_gasoline_mix_share",0.0,100.0,0.1,"%",true
"transport_truck_using_hydrogen_share",0.0,100.0,8.5,"%",true
"transport_truck_using_lng_mix_share",0.0,100.0,8.400000000000006,"%",true
"transport_trucks_share",0.0,100.0,68.0,"%",true
"transport_useful_demand_freight_tonne_kms",-5.0,5.0,1.0,"%",true
"transport_van_using_compressed_natural_gas_share",0.0,100.0,0.0,"%",true
"transport_van_using_diesel_mix_share",0.0,100.0,0.0,"%",true
"transport_van_using_electricity_share",0.0,100.0,100.0,"%",true
"transport_van_using_gasoline_mix_share",0.0,100.0,0.0,"%",true
"transport_van_using_hydrogen_share",0.0,100.0,0.0,"%",true
"transport_van_using_lpg_share",0.0,100.0,0.0,"%",true
"transport_vans_share",0.0,100.0,1.0,"%",true
"transport_rail_mixer_diesel_diesel_share",0.0,100.0,0.0,"%",true
"transport_road_mixer_diesel_biodiesel_share",0.0,100.0,100.0,"%",true
"transport_road_mixer_diesel_diesel_share",0.0,100.0,0.0,"%",true
"transport_road_mixer_gasoline_ethanol_share",0.0,100.0,100.0,"%",true
"transport_road_mixer_gasoline_gasoline_share",0.0,100.0,0.0,"%",true
"transport_road_mixer_lng_bio_lng_share",0.0,100.0,100.0,"%",true
"transport_road_mixer_lng_lng_share",0.0,100.0,0.0,"%",true
"transport_shipping_mixer_diesel_bio_ethanol_share",0.0,100.0,0.0,"%",true
"transport_shipping_mixer_diesel_bio_lng_share",0.0,100.0,0.0,"%",true
"transport_shipping_mixer_diesel_biodiesel_share",0.0,100.0,0.0,"%",true
"transport_shipping_mixer_diesel_diesel_share",0.0,100.0,100.0,"%",true
"transport_shipping_mixer_diesel_heavy_fuel_oil_share",0.0,100.0,0.0,"%",true
"transport_shipping_mixer_diesel_lng_share",0.0,100.0,0.0,"%",true
"transport_shipping_mixer_lng_bio_lng_share",0.0,100.0,100.0,"%",true
"transport_shipping_mixer_lng_lng_share",0.0,100.0,0.0,"%",true
"transport_bicycle_using_electricity_share",0.0,100.0,43.0,"%",true
"transport_bicycle_using_human_power_share",0.0,100.0,57.0,"%",true
"transport_bicycles_share",0.0,100.0,7.6,"%",true
"transport_bus_using_compressed_natural_gas_share",0.0,100.0,0.0,"%",true
"transport_bus_using_diesel_mix_share",0.0,100.0,0.0,"%",true
"transport_bus_using_electricity_share",0.0,100.0,99.0,"%",true
"transport_bus_using_gasoline_mix_share",0.0,100.0,0.0,"%",true
"transport_bus_using_hydrogen_share",0.0,100.0,1.0,"%",true
"transport_bus_using_lng_share",0.0,100.0,0.0,"%",true
"transport_busses_share",0.0,100.0,6.4,"%",true
"transport_car_using_compressed_natural_gas_share",0.0,100.0,0.0,"%",true
"transport_car_using_diesel_mix_share",0.0,100.0,0.0,"%",true
"transport_car_using_electricity_share",0.0,100.0,100.0,"%",true
"transport_car_using_gasoline_mix_share",0.0,100.0,0.0,"%",true
"transport_car_using_hydrogen_share",0.0,100.0,0.0,"%",true
"transport_car_using_lpg_share",0.0,100.0,0.0,"%",true
"transport_cars_share",0.0,100.0,73.5,"%",true
"transport_motorcycle_using_electricity_share",0.0,100.0,40.0,"%",true
"transport_motorcycle_using_gasoline_mix_share",0.0,100.0,60.0,"%",true
"transport_motorcycles_share",0.0,100.0,2.9,"%",true
"transport_passenger_train_using_coal_share",0.0,100.0,0.0,"%",true
"transport_passenger_train_using_diesel_mix_share",0.0,100.0,0.0,"%",true
"transport_passenger_train_using_electricity_share",0.0,100.0,100.0,"%",true
"transport_passenger_train_using_hydrogen_share",0.0,100.0,0.0,"%",true
"transport_passenger_trains_share",0.0,100.0,9.4,"%",true
"transport_rail_mixer_diesel_biodiesel_share",0.0,100.0,100.0,"%",true
"transport_plane_using_bio_ethanol_share",0.0,100.0,0.0,"%",true
"transport_plane_using_electricity_share",0.0,100.0,20.0,"%",true
"transport_plane_using_gasoline_share",0.0,100.0,0.0,"%",true
"transport_plane_using_hydrogen_share",0.0,100.0,80.0,"%",true
"transport_plane_using_kerosene_share",0.0,100.0,0.0,"%",true
"transport_planes_share",0.0,100.0,0.1,"%",true
"transport_trams_share",0.0,100.0,0.1,"%",true
"transport_useful_demand_passenger_kms",-5.0,5.0,0.85,"%",true
"demand_of_molecules_direct_air_capture_co2",0.0,158.7190073,0.0,"MT",true
"share_of_energy_chp_local_ht_wood_pellets_ccs_dispatchable",0.0,100.0,0.0,"%",true
"share_of_energy_chp_local_ht_wood_pellets_ccs_must_run",0.0,100.0,0.0,"%",true
"share_of_energy_chp_local_mt_wood_pellets_ccs_dispatchable",0.0,100.0,0.0,"%",true
"share_of_energy_chp_local_mt_wood_pellets_ccs_must_run",0.0,100.0,0.0,"%",true
"share_of_energy_chp_supercritical_ccs_ht_waste_mix",0.0,100.0,0.0,"%",true
"share_of_energy_chp_supercritical_ccs_mt_waste_mix",0.0,100.0,0.0,"%",true
"share_of_energy_hydrogen_autothermal_reformer_ccs_must_run",0.0,100.0,100.0,"%",true
"share_of_energy_hydrogen_biomass_gasification_ccs",0.0,100.0,100.0,"%",true
"share_of_energy_hydrogen_steam_methane_reformer_ccs_must_run",0.0,100.0,100.0,"%",true
"share_of_energy_power_combined_cycle_ccs_coal",0.0,100.0,0.0,"%",true
"share_of_energy_power_combined_cycle_ccs_network_gas",0.0,100.0,0.0,"%",true
"share_of_energy_power_supercritical_ccs_waste_mix",0.0,100.0,100.0,"%",true
"share_of_energy_power_ultra_supercritical_ccs_coal",0.0,100.0,100.0,"%",true
"share_of_energy_power_ultra_supercritical_oxyfuel_ccs_lignite",0.0,100.0,0.0,"%",true
"share_of_energy_power_wood_pellets_ccs_dispatchable",0.0,100.0,0.0,"%",true
"share_of_energy_power_wood_pellets_ccs_must_run",0.0,100.0,0.0,"%",true
"share_of_industry_chemicals_fertilizers_captured_combustion_co2",0.0,100.0,0.0,"%",true
"share_of_industry_chemicals_fertilizers_captured_processes_co2",0.0,100.0,65.0,"%",true
"share_of_industry_chemicals_other_captured_co2",0.0,100.0,0.0,"%",true
"share_of_industry_chemicals_refineries_captured_co2",0.0,100.0,0.0,"%",true
"share_of_industry_other_food_captured_co2",0.0,100.0,0.0,"%",true
"share_of_industry_other_paper_captured_co2",0.0,100.0,0.0,"%",true
"share_of_industry_steel_captured_co2",0.0,100.0,0.0,"%",true
"volume_of_molecules_import_co2_baseload",0.0,158.7190073,21.0,"MT",true
"share_of_energy_steel_chemical_feedstock_coal_gas",0.0,100.0,0.0,"%",true
"share_of_energy_steel_energy_production_coal_gas",0.0,100.0,100.0,"%",true
"share_of_molecules_transport_pipelines_co2",0.0,100.0,50.0,"%",true
"share_of_molecules_transport_ships_co2",0.0,100.0,50.0,"%",true
"capacity_of_energy_production_synthetic_kerosene_dispatchable",0.0,5292.388008094671,0.0,"MW",true
"demand_of_molecules_offshore_sequestration_co2",0.0,65.0,43.1,"MT",true
"demand_of_molecules_other_utilisation_co2",0.0,158.7190073,2.342574,"MT",true
"output_of_energy_production_synthetic_kerosene_must_run",0.0,166.90074822327355,0.0,"PJ",true
"output_of_energy_production_synthetic_methanol",0.0,110.32372820000057,0.0,"PJ",true
"share_of_molecules_other_utilisation_delayed_emitted_co2",0.0,100.0,0.0,"%",true
"share_of_molecules_other_utilisation_delayed_indefinitely_co2",0.0,100.0,100.0,"%",true
"co2_emissions_of_imported_ammonia_future",0.0,1500.0,0.0,"kg/MWh",true
"co2_emissions_of_imported_hydrogen_future",0.0,1500.0,0.0,"kg/MWh",true
"co2_emissions_of_imported_liquid_hydrogen_future",0.0,1500.0,0.0,"kg/MWh",true
"co2_emissions_of_imported_lohc_future",0.0,1500.0,0.0,"kg/MWh",true
"change_in_energetic_emissions_other_ghg_agriculture",0.0,500.0,4.0,"%",true
"change_in_energetic_emissions_other_ghg_buildings",0.0,500.0,0.0,"%",true
"change_in_energetic_emissions_other_ghg_energy",0.0,500.0,0.0,"%",true
"change_in_energetic_emissions_other_ghg_households",0.0,500.0,0.0,"%",true
"change_in_energetic_emissions_other_ghg_industry",0.0,500.0,0.0,"%",true
"change_in_energetic_emissions_other_ghg_transport",0.0,500.0,0.0,"%",true
"change_in_indirect_emissions_co2",0.0,500.0,0.0,"%",true
"change_in_non_energetic_emissions_co2_agriculture_manure",0.0,500.0,43.0,"%",true
"change_in_non_energetic_emissions_co2_agriculture_soil_cultivation",0.0,500.0,50.0,"%",true
"change_in_non_energetic_emissions_co2_chemical_industry",0.0,500.0,0.0,"%",true
"change_in_non_energetic_emissions_co2_other_industry",0.0,500.0,0.0,"%",true
"change_in_non_energetic_emissions_co2_waste_management",0.0,500.0,0.0,"%",true
"change_in_non_energetic_emissions_other_ghg_agriculture_fermentation",0.0,500.0,43.0,"%",true
"change_in_non_energetic_emissions_other_ghg_agriculture_manure",0.0,500.0,43.0,"%",true
"change_in_non_energetic_emissions_other_ghg_agriculture_other",0.0,500.0,0.0,"%",true
"change_in_non_energetic_emissions_other_ghg_agriculture_soil_cultivation",0.0,500.0,52.0,"%",true
"change_in_non_energetic_emissions_other_ghg_chemical_industry",0.0,500.0,0.0,"%",true
"change_in_non_energetic_emissions_other_ghg_other_industry",0.0,500.0,0.0,"%",true
"change_in_non_energetic_emissions_other_ghg_waste_management",0.0,500.0,0.0,"%",true
"battery_capacity_always_on_solar_pv_solar_radiation",0.0,500.0,50.0,"%",true
"battery_capacity_always_on_wind_turbine_inland",0.0,500.0,50.0,"%",true
"capacity_of_energy_flexibility_flow_batteries_electricity",0.0,84727.06718378994,6000.0,"MW",true
"capacity_of_energy_flexibility_hv_opac_electricity",0.0,84727.06718378994,3200.0,"MW",true
"capacity_of_energy_flexibility_mv_batteries_electricity",0.0,84727.06718378994,27000.0,"MW",true
"capacity_of_energy_flexibility_pumped_storage_electricity",0.0,84727.06718378994,0.0,"MW",true
"capacity_of_energy_heat_flexibility_p2h_boiler_electricity",0.0,382685.874880206,800.0,"MW",true
"capacity_of_energy_heat_flexibility_p2h_heatpump_electricity",0.0,128935.70245963863,350.0,"MW",true
"capacity_of_energy_hydrogen_flexibility_p2g_electricity",0.0,382386.0,13000.0,"MW",true
"connection_capacity_always_on_solar_pv_solar_radiation",0.0,100.0,50.0,"%",true
"connection_capacity_always_on_wind_turbine_inland",0.0,100.0,75.0,"%",true
"settings_enable_storage_optimisation_energy_flexibility_flow_batteries_electricity",0.0,1.0,1.0,"bool",true
"settings_enable_storage_optimisation_energy_flexibility_hv_opac_electricity",0.0,1.0,1.0,"bool",true
"settings_enable_storage_optimisation_energy_flexibility_mv_batteries_electricity",0.0,1.0,1.0,"bool",true
"settings_enable_storage_optimisation_energy_flexibility_pumped_storage_electricity",0.0,1.0,1.0,"bool",true
"volume_of_energy_flexibility_flow_batteries_electricity",0.5,100.0,18.0,"hours",true
"volume_of_energy_flexibility_hv_opac_electricity",0.5,100.0,100.0,"hours",true
"volume_of_energy_flexibility_mv_batteries_electricity",0.5,30.0,8.0,"hours",true
"volume_of_energy_flexibility_pumped_storage_electricity",0.5,100.0,6.0,"hours",true
"volume_of_energy_flexibility_solar_batteries_electricity",0.5,30.0,4.0,"hours",true
"volume_of_energy_flexibility_wind_batteries_electricity",0.5,30.0,8.0,"hours",true
"wta_of_energy_flexibility_flow_batteries_electricity",0.1,300.0,6.4,"euro",true
"wta_of_energy_flexibility_hv_opac_electricity",0.1,300.0,10.0,"euro",true
"wta_of_energy_flexibility_mv_batteries_electricity",0.1,300.0,10.0,"euro",true
"wta_of_energy_flexibility_pumped_storage_electricity",0.1,300.0,10.0,"euro",true
"wtp_of_agriculture_flexibility_p2h_electricity",0.0,300.0,49.0,"euro",true
"wtp_of_energy_flexibility_flow_batteries_electricity",0.1,300.0,4.5,"euro",true
"wtp_of_energy_flexibility_hv_opac_electricity",0.1,300.0,5.0,"euro",true
"wtp_of_energy_flexibility_mv_batteries_electricity",0.1,300.0,5.0,"euro",true
"wtp_of_energy_flexibility_pumped_storage_electricity",0.1,300.0,5.0,"euro",true
"wtp_of_energy_heat_flexibility_p2h_boiler_electricity",0.1,300.0,49.0,"euro",true
"wtp_of_energy_heat_flexibility_p2h_heatpump_electricity",0.1,300.0,147.0,"euro",true
"wtp_of_energy_hydrogen_flexibility_p2g_electricity",0.1,300.0,48.0,"euro",true
"wtp_of_energy_hydrogen_hybrid_electrolysis_wind_electricity",0.1,300.0,48.0,"euro",true
"flexibility_heat_pump_space_heating_cop_cutoff_crude_oil",1.0,6.0,3.47201,"COP",true
"flexibility_heat_pump_space_heating_cop_cutoff_gas",1.0,6.0,1.9,"COP",true
"flexibility_heat_pump_water_heating_cop_cutoff",1.0,6.0,6.0,"COP",true
"households_flexibility_consumer_electricity_price",10.0,80.0,30.0,"euro",true
"households_flexibility_consumer_gas_price",70.0,200.0,142.0,"euro",true
"households_flexibility_p2p_electricity_market_penetration",0.0,100.0,19.6,"%",true
"settings_enable_storage_optimisation_households_flexibility_p2p_electricity",,,"optimizing_storage_households","enum",true
"volume_of_households_flexibility_p2p_electricity",0.5,30.0,4.0,"hours",true
"wta_of_households_flexibility_p2p_electricity",0.1,300.0,10.0,"euro",true
"wtp_of_households_flexibility_p2p_electricity",0.1,300.0,5.0,"euro",true
"relative_capacity_of_electrolyser",0.0,100.0,48.85993485342019,"%",true
"relative_capacity_of_offshore_cable",0.0,100.0,51.14006514657981,"%",true
"electricity_interconnector_1_capacity",0.0,58500.0,4400.0,"MW",true
"electricity_interconnector_1_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_1_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_1_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_1_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_1_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_10_capacity",0.0,58500.0,1800.0,"MW",true
"electricity_interconnector_10_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_10_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_10_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_10_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_10_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_11_capacity",0.0,58500.0,0.0,"MW",true
"electricity_interconnector_11_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_11_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_11_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_11_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_11_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_12_capacity",0.0,58500.0,0.0,"MW",true
"electricity_interconnector_12_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_12_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_12_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_12_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_12_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_2_capacity",0.0,58500.0,2000.0,"MW",true
"electricity_interconnector_2_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_2_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_2_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_2_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_2_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_3_capacity",0.0,58500.0,7000.0,"MW",true
"electricity_interconnector_3_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
